probe_id,mean_FM,mean_CTRL,log2FC,p_value,comparison,p_adj,gene_symbol
ENSG00000000003,0.2092818735625929,0.42098240610720605,-0.21170053254461316,0.4817759679936812,FM_vs_CTRL,,
ENSG00000000005,0.0,0.0,0.0,,FM_vs_CTRL,,
ENSG00000000419,156.45793910237893,160.76496318457197,-4.307024082193038,0.9398912965794433,FM_vs_CTRL,,
ENSG00000000457,218.77053014272286,241.551450960021,-22.780920817298124,0.8338414812466309,FM_vs_CTRL,,
ENSG00000000460,17.40711267190867,21.122907134509177,-3.715794462600506,0.6888506420261299,FM_vs_CTRL,,
ENSG00000000938,8302.201759836496,8913.469030185284,-611.2672703487879,0.8660179880050453,FM_vs_CTRL,,
ENSG00000000971,8.95329438130979,9.997949396495496,-1.0446550151857057,0.8544768590880851,FM_vs_CTRL,,
ENSG00000001036,24.52772483216922,23.24782880504663,1.2798960271225894,0.9222898478654123,FM_vs_CTRL,,
ENSG00000001084,22.7440171107442,26.82878367478775,-4.0847665640435515,0.7476918980542823,FM_vs_CTRL,,
ENSG00000001167,775.3441847008132,941.7345108359721,-166.39032613515883,0.6630738534505932,FM_vs_CTRL,,
ENSG00000001460,3.3892030663568207,4.218211825221533,-0.8290087588647124,0.6920289832329337,FM_vs_CTRL,,
ENSG00000001461,29.345587151700112,40.51987164000601,-11.174284488305897,0.5572036504183866,FM_vs_CTRL,,
ENSG00000001497,23.799623922012124,27.528275445537435,-3.7286515235253113,0.7851340983895729,FM_vs_CTRL,,
ENSG00000001561,16.019670430518943,30.18761646053749,-14.167946030018548,0.22667692690977365,FM_vs_CTRL,,
ENSG00000001617,0.31779948947362313,0.314365687690597,0.003433801783026158,0.9909548234798407,FM_vs_CTRL,,
ENSG00000001626,0.0,0.10268065307184795,-0.10268065307184795,0.31687780853548925,FM_vs_CTRL,,
ENSG00000001629,166.26886997167807,158.29431525572738,7.974554715950688,0.9242640034383943,FM_vs_CTRL,,
ENSG00000001630,0.6429822440846561,0.5331514623148644,0.10983078176979166,0.798302238802376,FM_vs_CTRL,,
ENSG00000001631,14.538764055990612,14.444872814622153,0.09389124136845872,0.9902341095565991,FM_vs_CTRL,,
ENSG00000002016,17.412567928433226,26.67761192412292,-9.265043995689695,0.40356986007327855,FM_vs_CTRL,,
ENSG00000002079,0.0,0.0,0.0,,FM_vs_CTRL,,
ENSG00000002330,95.58424074545621,82.85253212232519,12.731708623131027,0.7227387879872923,FM_vs_CTRL,,
ENSG00000002549,283.07401927084044,525.1414931086047,-242.06747383776423,0.3722861057979218,FM_vs_CTRL,,
ENSG00000002586,26.913394870007387,41.54359301670175,-14.630198146694362,0.4274027032307814,FM_vs_CTRL,,
ENSG00000002587,0.20668314156685916,0.5160282083244777,-0.3093450667576185,0.36386894573120737,FM_vs_CTRL,,
ENSG00000002726,84.13412076606389,23.941393106514177,60.19272765954971,0.3042936179553345,FM_vs_CTRL,,
ENSG00000002745,0.0,0.0,0.0,,FM_vs_CTRL,,
ENSG00000002746,0.0,0.20361861833835979,-0.20361861833835979,0.1424589243418362,FM_vs_CTRL,,
ENSG00000002822,2.1657987350557413,2.792618339840196,-0.6268196047844548,0.6888198848467708,FM_vs_CTRL,,
ENSG00000002834,5257.7119559651965,5018.839276345024,238.87267962017268,0.9207123942541858,FM_vs_CTRL,,
ENSG00000002919,700.1018464487142,633.7579547646227,66.34389168409155,0.8398171716126788,FM_vs_CTRL,,
ENSG00000002933,15.570389678117559,1.8086200373149512,13.761769640802608,0.15295710501530738,FM_vs_CTRL,,
ENSG00000003056,233.42189774647963,237.06377784068962,-3.641880094209995,0.9751367646705499,FM_vs_CTRL,,
ENSG00000003096,2.5906705424495557,0.7245318793366994,1.8661386631128565,0.3399292301686747,FM_vs_CTRL,,
ENSG00000003137,0.0,0.10383611674860815,-0.10383611674860815,0.3111864788456193,FM_vs_CTRL,,
ENSG00000003147,22.160476746198466,24.671849616968576,-2.51137287077011,0.8263841801983134,FM_vs_CTRL,,
ENSG00000003249,1.1537727787484298,0.9385358055922014,0.21523697315622836,0.7917340796850869,FM_vs_CTRL,,
ENSG00000003393,78.29425712029305,68.67457617521397,9.619680945079082,0.8206293896228185,FM_vs_CTRL,,
ENSG00000003400,232.33250351139176,226.4183028941612,5.914200617230563,0.9591184617557853,FM_vs_CTRL,,
ENSG00000003402,11035.686038541291,13259.45925771492,-2223.7732191736286,0.7062507163727264,FM_vs_CTRL,,
ENSG00000003436,0.5119826868514202,0.10164231906217089,0.4103403677892493,0.2616314500480078,FM_vs_CTRL,,
ENSG00000003509,49.2078742337387,50.95196413597731,-1.7440899022386134,0.9359123631883943,FM_vs_CTRL,,
ENSG00000003756,1675.7715468523152,1745.071921247998,-69.30037439568287,0.9343499695222917,FM_vs_CTRL,,
ENSG00000003987,0.6240862479701631,2.7881922285871585,-2.1641059806169953,0.09708810577908768,FM_vs_CTRL,,
ENSG00000003989,0.0,0.1033107847151852,-0.1033107847151852,0.3137584226616772,FM_vs_CTRL,,
ENSG00000004059,733.7672030441759,658.017812572363,75.74939047181283,0.7962279101799193,FM_vs_CTRL,,
ENSG00000004139,21.25600435758999,22.684815141731022,-1.4288107841410316,0.9058167102172182,FM_vs_CTRL,,
ENSG00000004142,179.7474565542098,158.21737244187554,21.530084112334265,0.7663555501774951,FM_vs_CTRL,,
ENSG00000004399,12.623307700079529,36.81171167339414,-24.188403973314614,0.12475404129127118,FM_vs_CTRL,,
ENSG00000004455,161.75244632434487,158.5737254636003,3.178720860744562,0.9686456903792475,FM_vs_CTRL,,
ENSG00000004468,43.36129365359117,41.17477488945279,2.186518764138377,0.9185148626103944,FM_vs_CTRL,,
ENSG00000004478,23.68271043682131,24.881701515460648,-1.198991078639338,0.9225488512558788,FM_vs_CTRL,,
ENSG00000004487,23.323596594516193,23.306486442701853,0.017110151814339503,0.9991215904247255,FM_vs_CTRL,,
ENSG00000004534,367.7736599251977,400.6400129699806,-32.8663530447829,0.8580249881183053,FM_vs_CTRL,,
ENSG00000004660,288.08413992117005,267.26415237887664,20.819987542293404,0.8777821513745784,FM_vs_CTRL,,
ENSG00000004700,133.15996100582814,144.5058045507514,-11.34584354492327,0.860099152646765,FM_vs_CTRL,,
ENSG00000004766,8.71730744912736,14.051749757816248,-5.334442308688889,0.3681578521463207,FM_vs_CTRL,,
ENSG00000004776,0.0,0.0,0.0,,FM_vs_CTRL,,
ENSG00000004777,28.098212435214368,23.325329617708555,4.772882817505813,0.6917639253067179,FM_vs_CTRL,,
ENSG00000004779,11.208188899808373,14.835791785999643,-3.6276028861912692,0.5399720954051622,FM_vs_CTRL,,
ENSG00000004799,149.24163749972394,104.52509530377813,44.716542195945806,0.6515231255472484,FM_vs_CTRL,,
ENSG00000004809,1.2763140522508212,1.3783361411595378,-0.10202208890871667,0.917156761350236,FM_vs_CTRL,,
ENSG00000004838,17.538279319846804,19.575299565201416,-2.0370202453546113,0.8119155018649808,FM_vs_CTRL,,
ENSG00000004846,0.0,0.10207822464019337,-0.10207822464019337,0.31989503130687563,FM_vs_CTRL,,
ENSG00000004848,0.0,0.0,0.0,,FM_vs_CTRL,,
ENSG00000004864,40.47446134250943,50.25525569993807,-9.78079435742864,0.6452175348346654,FM_vs_CTRL,,
